complaint_id,hotel_id,hotel_name,area,company_response_exists_clean,complaint_date,google_rating,google_review_count,aspect,matched,matched_keywords
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,STAFF_SERVICE,True,personel|çalışan|ilgisiz
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,CLEANLINESS_HYGIENE,False,
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,FOOD_BEVERAGE,True,restoran
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,ROOM,True,oda değişikliği|banyo|oda
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,BEACH_SEA,False,
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,POOL,False,
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,FACILITIES_MAINTENANCE,False,
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,RESERVATION,False,
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,PAYMENT_REFUND,False,
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,PRICE_VALUE,False,
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,CHECKIN_CHECKOUT,False,
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,AIR_CONDITIONING,True,klimasız|klima
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,NOISE,False,
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,FAMILY_CHILDREN,False,
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,TRANSPORT_TRANSFER,False,
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,MANAGEMENT_COMMUNICATION,False,
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,SPA_WELLNESS,False,
arin-resort-bodrum-memnuniyetsizligi,BOD158,Arin Resort Bodrum,Turgutreis,False,2025-06-27 11:39:00,4.6,1691,SAFETY_SECURITY,False,
plaj-yaniltmasi-ve-guvenlik-endisesi-nedeniyle-tam-iptal-ve-80126-tl-iade-talebi,BOD112,Azure By Yelken Hotel,Kadıkalesi,False,2026-08-24 14:01:00,4.4,565,STAFF_SERVICE,True,personel|ilgisiz|hizmet
